family,run_name,seed,best_epoch,total_epochs,best_metrics.test/accuracy,best_metrics.test/f1,best_metrics.test/mcc,best_metrics.test/pr_auc,best_metrics.test/precision,best_metrics.test/recall,best_metrics.test/roc_auc,best_metrics.val/accuracy,best_metrics.val/f1,best_metrics.val/mcc,best_metrics.val/pr_auc,best_metrics.val/precision,best_metrics.val/recall,best_metrics.val/roc_auc,best_metrics.train/loss,last_metrics.train/loss,parameter_count,benchmark.latency_mean_seconds,benchmark.latency_std_seconds,benchmark.peak_memory_bytes
TCN-reconstruction,218-sep0-hid8-lat8-bl4-ker3,44,10,110,0.6118344,0.69653726,0.22164603,0.8346152,0.59607595,0.8377257,0.7539058,0.61268276,0.69739777,0.22369593,0.8368482,0.5965541,0.8392712,0.7571225,0.19273782,0.1708399,3931,0.0003761146,1.5868518e-05,15360
TCN-reconstruction,219-sep0-hid8-lat8-bl4-ker5,42,20,110,0.7264587,0.7338608,0.45435283,0.85674006,0.7602895,0.7092078,0.7836474,0.73553073,0.74308765,0.47232524,0.860253,0.76860225,0.71921265,0.79409254,0.20726557,0.17048727,5979,0.00041083602,5.914944e-05,23040
TCN-reconstruction,219-sep0-hid8-lat8-bl4-ker5,43,10,110,0.6932826,0.7324858,0.3829588,0.84433293,0.6830367,0.7896535,0.79133743,0.6940912,0.7341553,0.38485864,0.8439879,0.68248534,0.7942899,0.79040295,0.21296807,0.17255723,5979,0.00040725,1.9782312e-05,23040
TCN-reconstruction,219-sep0-hid8-lat8-bl4-ker5,44,20,110,0.6959211,0.7262248,0.38744277,0.83440685,0.6966527,0.75841874,0.7629698,0.6998875,0.73288673,0.3956114,0.8381927,0.69576025,0.7741988,0.7721352,0.17302509,0.17019358,5979,0.0004055337,1.4523701e-05,23040
TCN-reconstruction,220-sep0-hid8-lat8-bl5-ker3,42,30,110,0.709157,0.71431,0.4210686,0.8422967,0.74773175,0.6837482,0.761936,0.7143784,0.72163904,0.43038192,0.8420723,0.7490155,0.6961933,0.7631862,0.17132284,0.16902752,4763,0.00046351054,2.317972e-05,15360
TCN-reconstruction,220-sep0-hid8-lat8-bl5-ker3,43,10,110,0.69886243,0.7116468,0.39705548,0.8517384,0.7249789,0.69879615,0.77983266,0.71485424,0.73078495,0.42773244,0.8602914,0.73384184,0.7277534,0.7933548,0.18130536,0.171973,4763,0.00046427318,1.7558297e-05,15360
TCN-reconstruction,220-sep0-hid8-lat8-bl5-ker3,44,10,110,0.5317704,0.6943213,0.0,0.82552135,0.5317704,1.0,0.7353293,0.5317934,0.6943409,0.0,0.8261887,0.5317934,1.0,0.7428993,0.21133229,0.17093185,4763,0.0004584007,2.497753e-05,15360
TCN-reconstruction,221-sep0-hid16-lat1-bl2-ker5,42,70,110,0.8063065,0.8093495,0.6161747,0.9184699,0.8491156,0.7731414,0.88557136,0.80993164,0.81370306,0.6227582,0.91800183,0.8498052,0.7805433,0.8850981,0.2315623,0.19648047,11421,0.00025221537,1.7827293e-05,46080
TCN-reconstruction,221-sep0-hid16-lat1-bl2-ker5,43,80,110,0.80072665,0.81228864,0.5999417,0.9164638,0.8137807,0.81080204,0.88305694,0.8001557,0.81364954,0.5983303,0.91700524,0.8070091,0.8204002,0.8848266,0.23501524,0.2352271,11421,0.00025157543,9.96602e-06,46080
TCN-reconstruction,221-sep0-hid16-lat1-bl2-ker5,44,100,110,0.79198927,0.79446083,0.5881342,0.9092308,0.83707106,0.7559785,0.8687651,0.7880872,0.790793,0.58015895,0.90631926,0.83241934,0.7531316,0.8656931,0.18983914,0.19013493,11421,0.00025454795,4.0735245e-05,38400
TCN-reconstruction,222-sep0-hid16-lat1-bl2-ker7,42,90,110,0.82118607,0.8226208,0.647415,0.922551,0.8705049,0.77972996,0.89010644,0.82247597,0.8242097,0.6496798,0.9219402,0.8705212,0.78257686,0.88988185,0.16914798,0.16569127,15517,0.00027686296,2.8107846e-05,61440
TCN-reconstruction,222-sep0-hid16-lat1-bl2-ker7,43,100,110,0.794152,0.8033715,0.58783895,0.9120341,0.8163574,0.7907922,0.8732641,0.80106413,0.81035835,0.601512,0.91496396,0.82177806,0.7992517,0.8782295,0.23289274,0.23228511,15517,0.00027615897,1.7570756e-05,61440
TCN-reconstruction,222-sep0-hid16-lat1-bl2-ker7,44,70,110,0.8215321,0.8219556,0.64923155,0.9218127,0.87536764,0.7746868,0.8853826,0.81538194,0.8160028,0.6366938,0.91721857,0.8680976,0.7698064,0.880605,0.18795641,0.18310015,15517,0.00027473908,1.2493879e-05,53760
TCN-reconstruction,223-sep0-hid16-lat1-bl3-ker3,42,80,110,0.8243869,0.8283008,0.65133524,0.92376536,0.8626674,0.79656744,0.8886724,0.8248551,0.8295086,0.6516273,0.9238951,0.8598865,0.80120385,0.89237285,0.18488868,0.18355075,10525,0.00032831918,1.7871793e-05,30720
TCN-reconstruction,223-sep0-hid16-lat1-bl3-ker3,43,90,110,0.7928111,0.80168915,0.5853507,0.9122696,0.8163575,0.78753865,0.87504816,0.8014967,0.81100446,0.6022699,0.9172101,0.82138985,0.80087847,0.8849327,0.23194595,0.23212856,10525,0.0003283532,2.084126e-05,23040
TCN-reconstruction,223-sep0-hid16-lat1-bl3-ker3,44,90,110,0.8047061,0.80819064,0.61260515,0.913731,0.84588706,0.7737107,0.87616485,0.80050176,0.80367786,0.604507,0.90967166,0.8430077,0.7678542,0.87087,0.17379262,0.17132737,10525,0.0003301024,4.421043e-05,30720
TCN-reconstruction,224-sep0-hid16-lat1-bl3-ker5,42,100,110,0.8252087,0.8283566,0.6536805,0.9208918,0.8668326,0.79315114,0.8846782,0.8306947,0.8328351,0.66563064,0.92245704,0.87679857,0.7930698,0.88798606,0.15698832,0.15701194,16669,0.000372627,1.8105686e-05,46080
TCN-reconstruction,224-sep0-hid16-lat1-bl3-ker5,43,100,110,0.80457634,0.80794084,0.6124498,0.91164863,0.8462155,0.77297866,0.87342846,0.8094991,0.81340563,0.62178355,0.91325605,0.8488681,0.78078735,0.8775732,0.13597558,0.13624446,16669,0.00036928733,2.4281231e-05,46080
TCN-reconstruction,224-sep0-hid16-lat1-bl3-ker5,44,90,110,0.82810676,0.83061975,0.6600773,0.92632943,0.87249285,0.79258174,0.8940457,0.83272773,0.8345385,0.6700446,0.9264848,0.8803828,0.7932325,0.89666396,0.15910931,0.15509182,16669,0.0003782932,1.9969948e-05,46080
TCN-reconstruction,225-sep0-hid16-lat1-bl3-ker7,42,100,110,0.81530344,0.81742775,0.63496274,0.9190955,0.86163694,0.77753377,0.8848452,0.8144303,0.81716675,0.63263845,0.91977787,0.85828114,0.77981126,0.8873273,0.13793932,0.13675633,22813,0.00042239047,1.8696304e-05,61440
TCN-reconstruction,225-sep0-hid16-lat1-bl3-ker7,43,100,110,0.8199317,0.82234454,0.6439012,0.9215262,0.8649789,0.7837156,0.88708067,0.81923175,0.8220112,0.642156,0.9215213,0.86276263,0.7849357,0.8889742,0.12948658,0.12953734,22813,0.00042571675,4.374693e-05,61440
TCN-reconstruction,225-sep0-hid16-lat1-bl3-ker7,44,100,110,0.84873915,0.8514507,0.70086795,0.9365522,0.89108205,0.8151944,0.9100943,0.8482135,0.850305,0.70055544,0.9363508,0.8940522,0.8106393,0.90923095,0.13178806,0.13079171,22813,0.0004303272,2.142879e-05,61440
TCN-reconstruction,226-sep0-hid16-lat1-bl4-ker3,42,110,110,0.81945586,0.8222317,0.64259815,0.92226535,0.86295366,0.78517973,0.8852836,0.8217839,0.82469577,0.647106,0.921939,0.86465025,0.7882707,0.88559514,0.15670718,0.15670718,13725,0.00044110738,2.7399568e-05,30720
TCN-reconstruction,226-sep0-hid16-lat1-bl4-ker3,43,50,110,0.79285437,0.7972223,0.5883205,0.9094655,0.8314051,0.7657394,0.8706342,0.79643565,0.8007958,0.5954527,0.9103223,0.8348632,0.7693997,0.8726532,0.16669019,0.14988178,13725,0.00044262115,2.5996613e-05,30720
TCN-reconstruction,226-sep0-hid16-lat1-bl4-ker3,44,80,110,0.8145681,0.8208899,0.62997687,0.9198235,0.84391373,0.799089,0.8847653,0.8153387,0.8215077,0.6316132,0.9196065,0.8452207,0.799089,0.88485694,0.13738488,0.13467959,13725,0.00046683883,9.2629205e-05,30720
TCN-reconstruction,227-sep0-hid16-lat2-bl2-ker5,42,100,110,0.83589256,0.8372512,0.676871,0.9287206,0.8857324,0.79380184,0.8942892,0.8350203,0.83703643,0.67438334,0.92825115,0.88163817,0.7967301,0.8953624,0.11941998,0.12068475,11455,0.00027816018,3.9077688e-05,46080
TCN-reconstruction,227-sep0-hid16-lat2-bl2-ker5,43,100,110,0.8393529,0.84005165,0.68459827,0.92829734,0.8926414,0.7933138,0.89449686,0.83887017,0.83947426,0.68376184,0.92533267,0.8926771,0.7922564,0.8873523,0.11947397,0.12002902,11455,0.00027150544,6.325901e-05,46080
TCN-reconstruction,227-sep0-hid16-lat2-bl2-ker5,44,100,110,0.81119424,0.80914694,0.6313449,0.9124515,0.87482274,0.7526436,0.8710462,0.8116186,0.8107591,0.6307992,0.91265476,0.8703237,0.7588254,0.8739285,0.10766314,0.10750786,11455,0.00027362868,4.6854464e-05,38400
TCN-reconstruction,228-sep0-hid16-lat2-bl3-ker3,42,110,110,0.84008825,0.8437249,0.6827347,0.9322575,0.87828916,0.8117781,0.90240914,0.83657753,0.8397659,0.6762274,0.92872614,0.8773485,0.80527085,0.89611715,0.12073506,0.12073506,10559,0.00035158414,4.980774e-05,30720
TCN-reconstruction,228-sep0-hid16-lat2-bl3-ker3,43,70,110,0.81651455,0.8203608,0.6357665,0.91892916,0.8556537,0.78786397,0.87762094,0.82022667,0.8254075,0.6420279,0.9198226,0.85351866,0.799089,0.8806208,0.12530938,0.12043108,10559,0.00033885875,4.562169e-05,23040
TCN-reconstruction,228-sep0-hid16-lat2-bl3-ker3,44,90,110,0.815736,0.8156961,0.6381309,0.91406417,0.87125695,0.7667968,0.87310326,0.8204862,0.8205638,0.6475435,0.9177589,0.8758538,0.7718399,0.88089633,0.123277284,0.1229753,10559,0.0003336333,2.8090835e-05,30720
TCN-reconstruction,229-sep0-hid16-lat4-bl2-ker5,42,90,110,0.82763094,0.82921183,0.66012514,0.92718893,0.8763475,0.7868879,0.8921986,0.8284021,0.82969135,0.6620003,0.92474353,0.87853444,0.78599316,0.88797414,0.064826265,0.06342568,11523,0.0002620784,3.200164e-05,46080
TCN-reconstruction,229-sep0-hid16-lat4-bl2-ker5,43,60,110,0.8387906,0.8407605,0.68193704,0.9341445,0.88551885,0.8003091,0.90577716,0.8382213,0.84072906,0.68020976,0.9322778,0.8822846,0.802912,0.90407807,0.06848246,0.065248646,11523,0.00026721403,2.519095e-05,46080
TCN-reconstruction,229-sep0-hid16-lat4-bl2-ker5,44,60,110,0.8121891,0.81730205,0.6261424,0.92213565,0.846583,0.78997886,0.8890894,0.81862617,0.82427394,0.63850063,0.92533153,0.8501772,0.7999024,0.8959778,0.09297773,0.06949374,11523,0.0002617123,4.178602e-05,46080
TCN-reconstruction,230-sep0-hid16-lat4-bl3-ker3,42,10,110,0.8061335,0.80778795,0.6171188,0.91596085,0.85431784,0.76606476,0.88340014,0.8086772,0.8112491,0.62133175,0.9125394,0.8533082,0.7731414,0.8801625,0.14466965,0.058082383,10627,0.00034560388,7.4641124e-05,30720
TCN-reconstruction,230-sep0-hid16-lat4-bl3-ker3,43,50,110,0.82577103,0.82544637,0.65863526,0.9289118,0.8833241,0.7746868,0.9005349,0.8268449,0.82746434,0.6596595,0.92597187,0.880077,0.78078735,0.8957916,0.07386855,0.065582745,10627,0.0003382912,5.7500805e-05,30720
TCN-reconstruction,230-sep0-hid16-lat4-bl3-ker3,44,100,110,0.8291881,0.82855034,0.6659083,0.9256623,0.8885371,0.77615094,0.88576,0.83203566,0.8324777,0.67027354,0.9243253,0.88635737,0.78477305,0.8813331,0.05580063,0.056134213,10627,0.00033693406,3.0088337e-05,30720
TCN-reconstruction,231-sep0-hid16-lat8-bl2-ker5,42,10,110,0.7738224,0.77572376,0.5523194,0.8992292,0.82052445,0.7355621,0.8538591,0.7696167,0.769796,0.54532933,0.8924267,0.82134295,0.7243371,0.84253186,0.079859875,0.024861513,11659,0.00026254612,1.4221636e-05,46080
TCN-reconstruction,231-sep0-hid16-lat8-bl2-ker5,43,10,110,0.7710109,0.7800947,0.54200333,0.8963814,0.7971138,0.7637872,0.8469005,0.7690544,0.7803694,0.53710455,0.894903,0.7894299,0.77151453,0.8460037,0.078935884,0.025467068,11659,0.0002542981,8.776483e-06,46080
TCN-reconstruction,231-sep0-hid16-lat8-bl2-ker5,44,50,110,0.8381418,0.8431816,0.67760634,0.93715775,0.8696404,0.81828535,0.9120706,0.8366208,0.84256595,0.67389417,0.9372428,0.86406773,0.8221083,0.91378313,0.032180596,0.028772067,11659,0.000265382,6.2383726e-05,46080
TCN-reconstruction,232-sep0-hid16-lat8-bl3-ker3,42,10,110,0.8052684,0.81112605,0.6118701,0.91726077,0.8375498,0.78631854,0.8783165,0.8083312,0.8140345,0.61805767,0.91659105,0.84089136,0.78884006,0.8766599,0.074224874,0.024819288,10763,0.00035180835,6.8359725e-05,30720
TCN-reconstruction,232-sep0-hid16-lat8-bl3-ker3,43,60,110,0.78576064,0.7895296,0.5746647,0.90081596,0.826586,0.75565314,0.8495972,0.78696257,0.7931281,0.575347,0.90216315,0.82002956,0.7679356,0.8555789,0.02808191,0.02516924,10763,0.0003550288,6.845461e-05,30720
TCN-reconstruction,232-sep0-hid16-lat8-bl3-ker3,44,10,110,0.7835979,0.7858397,0.571576,0.9012976,0.82940274,0.74662435,0.8555777,0.78268015,0.7867934,0.5682774,0.9006841,0.8225377,0.75402635,0.85590273,0.08604554,0.025651278,10763,0.00034847434,5.3712953e-05,30720
Conv-reconstruction,001-hid32-lat4-ker3,42,150,160,0.79436827,0.7960707,0.59356284,0.9030851,0.8421674,0.7547584,0.8603642,0.7959166,0.7982554,0.5960942,0.90275973,0.8415074,0.75923216,0.8581717,0.110005446,0.110003576,6047,7.1304195e-05,6.1263154e-06,46080
Conv-reconstruction,001-hid32-lat4-ker3,43,150,160,0.77745575,0.792096,0.5527675,0.89615846,0.7870393,0.79721814,0.8556214,0.77299076,0.7873237,0.54393256,0.8928939,0.78452593,0.7901415,0.8486217,0.11398213,0.11332246,6047,6.958957e-05,3.0763254e-06,59040
Conv-reconstruction,001-hid32-lat4-ker3,44,160,160,0.79674727,0.80403686,0.59404004,0.9109988,0.8249893,0.78412235,0.8690961,0.7933212,0.8010327,0.5870015,0.9072772,0.8206485,0.78233284,0.86151063,0.10063203,0.10063203,6047,6.9796224e-05,2.9901612e-06,46080
Conv-reconstruction,002-hid32-lat4-ker5,42,140,160,0.79942906,0.8019307,0.6029499,0.9079291,0.84438246,0.7635432,0.8671609,0.7976036,0.8003243,0.5991249,0.9072749,0.841817,0.76272976,0.86637884,0.09262883,0.09126949,10015,7.9791054e-05,1.9192184e-05,76800
Conv-reconstruction,002-hid32-lat4-ker5,43,80,160,0.791946,0.7897911,0.5925216,0.90184546,0.85341895,0.7349927,0.8624712,0.79392684,0.79088753,0.59751964,0.8997765,0.85898167,0.7327965,0.85511386,0.09414001,0.0878887,10015,7.833956e-05,2.987204e-06,76800
Conv-reconstruction,002-hid32-lat4-ker5,44,70,160,0.8131407,0.81563675,0.6302903,0.91725016,0.85796374,0.77728975,0.88005364,0.80984515,0.8123773,0.6236963,0.9159089,0.8546157,0.77411747,0.8781587,0.088906355,0.07958834,10015,7.830329e-05,2.5560505e-06,76800
Conv-reconstruction,003-hid32-lat4-ker7,42,90,160,0.82455987,0.8261168,0.6540209,0.92242104,0.8733684,0.7837156,0.8854364,0.82658535,0.8289165,0.6572443,0.92246914,0.87189156,0.78997886,0.88546556,0.07558188,0.07200349,13983,8.9750465e-05,8.566968e-06,107520
Conv-reconstruction,003-hid32-lat4-ker7,43,150,160,0.8083827,0.8142869,0.61801153,0.9157221,0.84013844,0.78997886,0.8803372,0.8117052,0.81791943,0.6243836,0.91624373,0.8419013,0.795266,0.87972426,0.073013335,0.072811,13983,8.901372e-05,4.564573e-06,107520
Conv-reconstruction,003-hid32-lat4-ker7,44,130,160,0.80418706,0.81128854,0.60890144,0.90965843,0.832065,0.7915243,0.87512124,0.8012804,0.80821574,0.60324895,0.90707666,0.8301887,0.7873759,0.8697397,0.07731753,0.07640426,13983,8.9797075e-05,6.8636023e-06,107520
Conv-reconstruction,004-hid32-lat4-ker9,42,60,160,0.77261126,0.7875187,0.5430411,0.88893163,0.78267854,0.7924191,0.85159016,0.7729475,0.7888491,0.543519,0.8895966,0.7803422,0.7975435,0.8530901,0.081261866,0.06584248,17951,9.578775e-05,4.063596e-06,138240
Conv-reconstruction,004-hid32-lat4-ker9,43,130,160,0.832735,0.8381941,0.666572,0.92752403,0.86307627,0.8147064,0.8953152,0.83242494,0.83800286,0.6658711,0.9263968,0.86230636,0.8150317,0.89215136,0.06529469,0.06428006,17951,9.690603e-05,4.935416e-06,138240
Conv-reconstruction,004-hid32-lat4-ker9,44,90,160,0.82611704,0.8291688,0.6555792,0.9263182,0.868126,0.7935578,0.890422,0.82957006,0.8333333,0.66176313,0.9264554,0.8681474,0.80120385,0.8915119,0.071900494,0.066660896,17951,9.7573735e-05,4.6786736e-06,138240
Conv-reconstruction,005-hid32-lat8-ker3,42,30,160,0.7530603,0.76787966,0.50409937,0.8789656,0.76766115,0.76809824,0.8282178,0.7515356,0.7689647,0.50043976,0.8799561,0.76058245,0.77753377,0.8293288,0.06264435,0.042835664,6819,7.077111e-05,2.356149e-06,46080
Conv-reconstruction,005-hid32-lat8-ker3,43,40,160,0.77823436,0.79191524,0.55455077,0.8903142,0.79027945,0.7935578,0.8489876,0.7753698,0.7896464,0.54868937,0.8891498,0.78649235,0.79282576,0.8461779,0.06749226,0.052281436,6819,7.164227e-05,4.565293e-06,46080
Conv-reconstruction,005-hid32-lat8-ker3,44,30,160,0.7682426,0.77594715,0.5372456,0.8845384,0.79845095,0.75467706,0.83559835,0.777922,0.78652805,0.5559659,0.8887217,0.8045254,0.76931834,0.8409127,0.06921972,0.04661748,6819,7.1325994e-05,1.414029e-05,46080
Conv-reconstruction,006-hid32-lat8-ker5,42,10,160,0.7315628,0.73129547,0.46924424,0.86570287,0.7817997,0.68692046,0.8000095,0.73739076,0.736947,0.48109052,0.8654053,0.7885026,0.69171953,0.7995715,0.10825833,0.038750842,11299,8.106319e-05,3.739922e-06,76800
Conv-reconstruction,006-hid32-lat8-ker5,43,30,160,0.84575456,0.8474634,0.6961176,0.9307844,0.8937207,0.8057589,0.89976865,0.84501255,0.84581953,0.6957911,0.9289423,0.8979443,0.79941434,0.8952839,0.06661193,0.040847443,11299,8.173736e-05,4.9136147e-06,76800
Conv-reconstruction,006-hid32-lat8-ker5,44,70,160,0.7434145,0.7609414,0.48419878,0.86079925,0.7540735,0.7679356,0.81646335,0.7446578,0.76486754,0.48626745,0.8642028,0.74943405,0.78095007,0.81950676,0.047258656,0.03971428,11299,8.090348e-05,3.252613e-06,76800
Conv-reconstruction,007-hid32-lat8-ker7,42,140,160,0.7787101,0.78745323,0.5574543,0.8889111,0.80477244,0.77086383,0.85260206,0.7740722,0.78412896,0.5476104,0.88842696,0.79707587,0.7715959,0.84938985,0.0376038,0.037278417,15779,9.090742e-05,3.1665923e-06,107520
Conv-reconstruction,007-hid32-lat8-ker7,43,90,160,0.7838574,0.79719144,0.56584585,0.8914462,0.79554474,0.798845,0.8524253,0.7809499,0.79419655,0.5600782,0.89374757,0.793616,0.7947779,0.8538125,0.046596155,0.042241182,15779,9.1317284e-05,4.276341e-06,107520
Conv-reconstruction,007-hid32-lat8-ker7,44,20,160,0.7544444,0.75825065,0.51222306,0.88400996,0.7956922,0.7241744,0.82822615,0.7554287,0.75893235,0.5143992,0.88213414,0.797491,0.72393036,0.8256156,0.075087674,0.03429368,15779,9.044788e-05,1.16275905e-05,107520
Conv-reconstruction,008-hid32-lat8-ker9,42,30,160,0.7781046,0.7817393,0.55951625,0.89543927,0.81953615,0.7472751,0.8446123,0.77722985,0.7813906,0.5573917,0.89114064,0.8171165,0.7486579,0.8398596,0.0622575,0.03422445,20259,0.00010154414,5.100265e-06,138240
Conv-reconstruction,008-hid32-lat8-ker9,43,30,160,0.8196289,0.82422864,0.6413057,0.9227158,0.8553806,0.795266,0.8905706,0.81806386,0.82305425,0.6378916,0.9220414,0.8523876,0.7956727,0.8893132,0.063250974,0.035403147,20259,0.00010346511,4.90251e-06,138240
Conv-reconstruction,008-hid32-lat8-ker9,44,90,160,0.7431982,0.7587468,0.48425546,0.8616885,0.75809985,0.7593948,0.81597954,0.74314386,0.758716,0.48414043,0.86248195,0.75803834,0.7593948,0.81206924,0.0422359,0.037312604,20259,0.000101731785,4.7347926e-06,138240
Conv-reconstruction,009-hid32.48-lat6-ker3,42,70,160,0.7873178,0.7946887,0.57529277,0.9008079,0.8164736,0.7740361,0.86053073,0.795138,0.80332226,0.5903355,0.90278226,0.82063466,0.7867252,0.8634792,0.10189402,0.0898238,16321,0.000120002755,1.4761303e-05,69120
Conv-reconstruction,009-hid32.48-lat6-ker3,43,20,160,0.81439507,0.8171942,0.6325019,0.91664875,0.85794795,0.78013664,0.87995666,0.81447357,0.81845504,0.63160217,0.91770524,0.85323447,0.78639984,0.8822227,0.12429254,0.08175319,16321,0.000118820055,4.7380872e-06,69120
Conv-reconstruction,009-hid32.48-lat6-ker3,44,70,160,0.8126649,0.81512785,0.6293737,0.91952014,0.8576305,0.776639,0.8822532,0.8139545,0.8158582,0.6324989,0.91686356,0.8612492,0.7750122,0.87708056,0.0887272,0.07937011,16321,0.00011718668,4.287357e-06,69120
Conv-reconstruction,010-hid32.48-lat6-ker5,42,110,160,0.799256,0.8152689,0.59633875,0.909847,0.79826957,0.833008,0.8821204,0.7959166,0.8128817,0.5896327,0.9089802,0.79318887,0.83357733,0.88115734,0.063052446,0.061400503,27073,0.0001391338,5.2788055e-06,115200
Conv-reconstruction,010-hid32.48-lat6-ker5,43,50,160,0.81859076,0.82375187,0.6387963,0.9168512,0.85211265,0.79721814,0.8858387,0.8133057,0.81929326,0.6277133,0.91439694,0.844176,0.7958354,0.883683,0.07970074,0.06106375,27073,0.00013881506,1.48889785e-05,115200
Conv-reconstruction,010-hid32.48-lat6-ker5,44,50,160,0.7922488,0.805318,0.5826372,0.90605664,0.8026178,0.80803645,0.87299395,0.79916084,0.81321156,0.5962541,0.91008264,0.8045053,0.8221083,0.88068694,0.08282888,0.061802153,27073,0.00013933485,5.493549e-06,115200
Conv-reconstruction,011-hid32.48-lat6-ker7,42,80,160,0.8319564,0.8350108,0.6671799,0.9301277,0.8736337,0.79965836,0.9012828,0.83649105,0.8398712,0.6758626,0.9319454,0.876326,0.8063283,0.9057995,0.06896644,0.059783842,37825,0.00016609441,5.4406315e-05,176640
Conv-reconstruction,011-hid32.48-lat6-ker7,43,40,160,0.81673086,0.8207926,0.6360092,0.91464,0.8549652,0.7892468,0.8778954,0.8181071,0.82098,0.6398281,0.91470337,0.86127734,0.784285,0.87778467,0.08047901,0.05210588,37825,0.00015970066,8.774984e-06,161280
Conv-reconstruction,011-hid32.48-lat6-ker7,44,20,160,0.8005537,0.80290663,0.60532624,0.9103814,0.8460499,0.7639499,0.8663245,0.80634135,0.80918896,0.6164259,0.91230565,0.8499418,0.7721653,0.87067306,0.10143545,0.05297986,37825,0.00016016746,1.5412119e-05,161280
Conv-reconstruction,012-hid32.48-lat6-ker9,42,70,160,0.7972663,0.81191057,0.59238964,0.91057336,0.8012673,0.8228404,0.8796329,0.80383253,0.8193587,0.6055586,0.91706574,0.8028257,0.83658695,0.8906914,0.057308946,0.04823325,48577,0.00017863767,8.002026e-06,207360
Conv-reconstruction,012-hid32.48-lat6-ker9,43,110,160,0.7691942,0.78140104,0.537036,0.8911052,0.78714097,0.77574426,0.8511857,0.779782,0.7928383,0.55780804,0.89700156,0.7932579,0.7924191,0.86116934,0.052468184,0.04918718,48577,0.00017959821,1.3990624e-05,207360
Conv-reconstruction,012-hid32.48-lat6-ker9,44,50,160,0.7928111,0.79984957,0.5863892,0.9004521,0.82239217,0.77850986,0.8626125,0.79228306,0.80038244,0.5847227,0.90130377,0.81848323,0.7830649,0.8668854,0.06757284,0.048537947,48577,0.00017794759,5.1878424e-06,207360
Conv-reconstruction,013-hid32.48-lat12-ker3,42,40,160,0.7464856,0.7538946,0.49418414,0.86908126,0.77918583,0.7301936,0.816389,0.75157887,0.7603189,0.50360465,0.87254405,0.78074914,0.74093056,0.81991816,0.073009916,0.05175917,18055,0.00012056709,7.311431e-06,69120
Conv-reconstruction,013-hid32.48-lat12-ker3,43,30,160,0.73567194,0.7580281,0.4680316,0.86441284,0.73852324,0.77859116,0.8153897,0.73985636,0.7643786,0.47647974,0.86918,0.7373394,0.7934765,0.8243261,0.07993548,0.051094204,18055,0.000120515215,1.5113035e-05,69120
Conv-reconstruction,013-hid32.48-lat12-ker3,44,10,160,0.77806133,0.7765925,0.56379193,0.89330083,0.8355664,0.7253945,0.8412829,0.7837183,0.7830803,0.5744013,0.8954742,0.83906657,0.73409796,0.8455256,0.13174118,0.052351553,18055,0.00011964076,5.8575397e-06,69120
Conv-reconstruction,014-hid32.48-lat12-ker5,42,60,160,0.74791294,0.7672152,0.49290255,0.8724153,0.75372785,0.7811941,0.8256907,0.7500649,0.7692123,0.49723393,0.8744101,0.75568986,0.78322756,0.8280936,0.05529549,0.038140688,29959,0.00014185494,9.943866e-06,115200
Conv-reconstruction,014-hid32.48-lat12-ker5,43,100,160,0.7675505,0.7804738,0.5335179,0.8770329,0.7839324,0.7770457,0.8406385,0.77554286,0.79048735,0.5488837,0.88401043,0.7848152,0.79624206,0.8487224,0.044444263,0.039046526,29959,0.00014006613,1.4488995e-05,115200
