family,run_name,seed,best_epoch,total_epochs,best_metrics.test/accuracy,best_metrics.test/f1,best_metrics.test/mcc,best_metrics.test/pr_auc,best_metrics.test/precision,best_metrics.test/recall,best_metrics.test/roc_auc,best_metrics.val/accuracy,best_metrics.val/f1,best_metrics.val/mcc,best_metrics.val/pr_auc,best_metrics.val/precision,best_metrics.val/recall,best_metrics.val/roc_auc,best_metrics.train/loss,last_metrics.train/loss,parameter_count,benchmark.latency_mean_seconds,benchmark.latency_std_seconds,benchmark.peak_memory_bytes
TCN-reconstruction,189-sep0-hid8-lat1-bl2-ker5,43,20,110,0.6724772,0.7113229,0.33982223,0.8493025,0.6694173,0.7588254,0.7820322,0.6812008,0.71846586,0.35762975,0.8529433,0.67732644,0.76492596,0.78805244,0.30890274,0.27568853,3165,0.00022490758,1.4312689e-05,23040
TCN-reconstruction,189-sep0-hid8-lat1-bl2-ker5,44,30,110,0.7295298,0.72212595,0.47065076,0.8559004,0.7958664,0.6608915,0.7929467,0.73570377,0.7308607,0.48109913,0.857572,0.79707915,0.6748007,0.7966218,0.3039869,0.27044374,3165,0.00021931973,1.23995005e-05,23040
TCN-reconstruction,190-sep0-hid8-lat1-bl2-ker7,42,30,110,0.6894329,0.7182988,0.37439185,0.84000796,0.6938002,0.7445909,0.7780008,0.7018773,0.7332198,0.39956534,0.8461483,0.69948304,0.7703758,0.79022753,0.2925614,0.2771324,4189,0.00023303385,1.5991604e-05,30720
TCN-reconstruction,190-sep0-hid8-lat1-bl2-ker7,43,50,110,0.67507243,0.7261592,0.3482511,0.84050095,0.6579469,0.8101513,0.78395545,0.6819794,0.73247945,0.3630495,0.8426131,0.6626942,0.818692,0.7895752,0.28028876,0.27350318,4189,0.00023151595,2.7991224e-05,30720
TCN-reconstruction,190-sep0-hid8-lat1-bl2-ker7,44,70,110,0.71478003,0.728932,0.42818522,0.85880154,0.7368683,0.7211648,0.79351795,0.72891253,0.7436076,0.45609576,0.8641713,0.7480451,0.7392224,0.8017376,0.27383885,0.26975477,4189,0.00023512529,1.0088577e-05,30720
TCN-reconstruction,191-sep0-hid8-lat1-bl3-ker3,42,50,110,0.6156841,0.6971608,0.22905637,0.83773077,0.6,0.8318692,0.76465833,0.6224154,0.70310533,0.24478461,0.8365131,0.6041971,0.8407353,0.76599735,0.2835784,0.2773573,2973,0.0002933256,1.4182308e-05,15360
TCN-reconstruction,191-sep0-hid8-lat1-bl3-ker3,43,10,110,0.6712228,0.73507375,0.34847635,0.8423935,0.64310545,0.85773546,0.79421777,0.66242754,0.7283108,0.3293335,0.837058,0.6366403,0.85082155,0.7845118,0.33549067,0.27500793,2973,0.00030057662,1.7070724e-05,15360
TCN-reconstruction,191-sep0-hid8-lat1-bl3-ker3,44,70,110,0.7426792,0.7534502,0.48496145,0.8706754,0.76806086,0.73938507,0.8157276,0.7497621,0.7619244,0.49844983,0.8749312,0.7710954,0.7529689,0.82374704,0.28268978,0.27501276,2973,0.00029675433,1.5154185e-05,15360
TCN-reconstruction,192-sep0-hid8-lat1-bl3-ker5,42,40,110,0.68086857,0.7187834,0.3570121,0.8596703,0.67630184,0.7669595,0.7923316,0.6853967,0.72654814,0.366908,0.86241055,0.6755226,0.7859118,0.79827285,0.28375828,0.2711117,4509,0.0003132222,1.6217973e-05,23040
TCN-reconstruction,192-sep0-hid8-lat1-bl3-ker5,43,80,110,0.72810245,0.74710333,0.4533148,0.8567208,0.7391339,0.75524646,0.7995003,0.72138596,0.7417091,0.43963194,0.8570843,0.73147196,0.75223684,0.8027863,0.28169614,0.27520287,4509,0.0003162698,1.4209472e-05,23040
TCN-reconstruction,192-sep0-hid8-lat1-bl3-ker5,44,10,110,0.66862756,0.6895741,0.33424452,0.82243705,0.68704075,0.6921262,0.74486464,0.67289555,0.6968652,0.3419999,0.82587767,0.687006,0.7070115,0.75295323,0.31686348,0.27132887,4509,0.00031974088,1.5171041e-05,23040
TCN-reconstruction,193-sep0-hid8-lat1-bl3-ker7,42,50,110,0.74120855,0.75430167,0.48109943,0.8727863,0.7617152,0.7470311,0.8186247,0.75028116,0.76474184,0.49867496,0.8773851,0.76627195,0.7632178,0.8273187,0.2731896,0.2675227,6045,0.00034475818,1.790451e-05,30720
TCN-reconstruction,193-sep0-hid8-lat1-bl3-ker7,43,30,110,0.67174184,0.72406644,0.3415465,0.81379294,0.65467817,0.80990726,0.7607929,0.6715546,0.7252596,0.3417794,0.8159193,0.6531969,0.8151944,0.7654412,0.28249633,0.26659936,6045,0.0003347191,2.0296986e-05,30720
TCN-reconstruction,193-sep0-hid8-lat1-bl3-ker7,44,40,110,0.73709935,0.7437605,0.47592595,0.8673786,0.7720112,0.7175045,0.803871,0.74258155,0.7512436,0.48576993,0.86792475,0.7727234,0.7309257,0.8054373,0.27721742,0.26612675,6045,0.00033228894,1.9184059e-05,30720
TCN-reconstruction,194-sep0-hid8-lat1-bl4-ker3,42,20,110,0.58268094,0.6923077,0.16348526,0.8316668,0.5694051,0.8828697,0.7504499,0.5944718,0.7014806,0.19509451,0.83549654,0.57636964,0.8959655,0.76108366,0.4557218,0.27180147,3805,0.0003818127,2.2006374e-05,16800
TCN-reconstruction,194-sep0-hid8-lat1-bl4-ker3,43,110,110,0.76101905,0.76564157,0.5247815,0.88429815,0.8000177,0.73409796,0.83153176,0.76048964,0.76457334,0.52409565,0.88333243,0.80098,0.73133236,0.831457,0.26568228,0.26568228,3805,0.0003879059,2.1950942e-05,12960
TCN-reconstruction,194-sep0-hid8-lat1-bl4-ker3,44,50,110,0.6665081,0.70751137,0.32768077,0.8272696,0.6629461,0.7585001,0.76191956,0.67601,0.714949,0.3470891,0.829556,0.6717923,0.76403123,0.7656977,0.28052363,0.27355835,3805,0.00039240625,2.106906e-05,15360
TCN-reconstruction,195-sep0-hid8-lat1-bl4-ker5,42,70,110,0.70539385,0.73385173,0.4066695,0.8579056,0.7061743,0.7637872,0.799602,0.7161519,0.7462294,0.42862588,0.8632686,0.7112946,0.78477305,0.8105451,0.26384056,0.2568022,5853,0.0004138608,1.7950619e-05,23040
TCN-reconstruction,195-sep0-hid8-lat1-bl4-ker5,43,80,110,0.7321683,0.73991936,0.4655311,0.86298066,0.76498175,0.71644706,0.8073537,0.74059176,0.7486483,0.48212624,0.8691893,0.77224386,0.72645193,0.815189,0.26795644,0.2653779,5853,0.0004046768,1.5780275e-05,23040
TCN-reconstruction,195-sep0-hid8-lat1-bl4-ker5,44,70,110,0.69825685,0.7305107,0.39223233,0.84725773,0.6956298,0.7690743,0.793211,0.69975775,0.73116696,0.39524755,0.84874356,0.6978928,0.7677729,0.79410654,0.26951146,0.26721802,5853,0.0004106209,2.5922176e-05,23040
TCN-reconstruction,196-sep0-hid8-lat1-bl5-ker3,42,110,110,0.73532593,0.74663574,0.47012195,0.8683852,0.7603947,0.7333659,0.81486946,0.73985636,0.75426984,0.47795272,0.8706215,0.7577997,0.7507727,0.8200309,0.26135752,0.26135752,4637,0.00048036844,2.8472927e-05,15360
TCN-reconstruction,196-sep0-hid8-lat1-bl5-ker3,43,40,110,0.7583373,0.7746178,0.5142549,0.8804796,0.7683874,0.78095007,0.8391156,0.7673674,0.7844489,0.5321743,0.88483673,0.7732301,0.79599804,0.8464464,0.26895654,0.2616466,4637,0.0004708545,4.7118512e-05,15360
TCN-reconstruction,196-sep0-hid8-lat1-bl5-ker3,44,60,110,0.73831046,0.76453644,0.47348884,0.87463176,0.7329851,0.7989263,0.82927537,0.7421922,0.7682917,0.48139897,0.87393886,0.73585045,0.8037254,0.82867056,0.2784749,0.27327517,4637,0.00048668074,3.315566e-05,15360
TCN-reconstruction,197-sep0-hid8-lat2-bl2-ker5,42,70,110,0.7414248,0.76211697,0.47973037,0.8734053,0.7460268,0.77891654,0.8223557,0.73790985,0.7581334,0.47272673,0.8709284,0.74437565,0.7724093,0.82074726,0.2525953,0.24930218,3183,0.00022185751,1.6057655e-05,23040
TCN-reconstruction,197-sep0-hid8-lat2-bl2-ker5,43,30,110,0.7133094,0.73708844,0.42293325,0.8534427,0.7193403,0.7557345,0.7931644,0.71602213,0.74048305,0.42831606,0.85731477,0.7202953,0.76183504,0.8028309,0.26909325,0.21736777,3183,0.00022414769,2.030323e-05,23040
TCN-reconstruction,197-sep0-hid8-lat2-bl2-ker5,44,20,110,0.7055668,0.7420516,0.40793484,0.8511889,0.6946435,0.7964048,0.80128384,0.706549,0.74599373,0.41093013,0.85270685,0.6911336,0.810314,0.8048162,0.276963,0.26118436,3183,0.0002167614,1.0432158e-05,23040
TCN-reconstruction,198-sep0-hid8-lat2-bl2-ker7,42,40,110,0.7330767,0.7528535,0.46311453,0.87072444,0.74153847,0.7645193,0.81401867,0.73544425,0.75567275,0.46778414,0.87306213,0.74250275,0.76931834,0.8194833,0.21828642,0.21162337,4207,0.00022570758,9.275428e-06,30720
TCN-reconstruction,198-sep0-hid8-lat2-bl2-ker7,43,30,110,0.73675334,0.7474898,0.47320604,0.8731887,0.76287264,0.73271513,0.81912726,0.73851544,0.74969983,0.47651395,0.87175864,0.76351523,0.73637545,0.8182682,0.25565672,0.21006168,4207,0.00022920413,1.092678e-05,30720
TCN-reconstruction,198-sep0-hid8-lat2-bl2-ker7,44,80,110,0.78095937,0.788683,0.56247365,0.89920557,0.8097686,0.76866764,0.8490006,0.78627044,0.7938587,0.5730913,0.9002088,0.8149036,0.77387345,0.8519094,0.24522527,0.22784175,4207,0.00022798075,1.1649326e-05,30720
TCN-reconstruction,199-sep0-hid8-lat2-bl3-ker3,42,30,110,0.67278,0.71614575,0.34098724,0.83228004,0.6646932,0.7762323,0.7655488,0.6735877,0.7171664,0.3427038,0.8313262,0.66502154,0.7781845,0.768041,0.28367916,0.21812907,2991,0.00030089868,1.5118947e-05,12960
TCN-reconstruction,199-sep0-hid8-lat2-bl3-ker3,43,80,110,0.77979153,0.77783114,0.56775963,0.8906393,0.8390924,0.72490644,0.83302635,0.791937,0.7922964,0.58995634,0.8963535,0.84444034,0.74621767,0.84156835,0.2476965,0.2443625,2991,0.00029283488,1.51921795e-05,15360
TCN-reconstruction,199-sep0-hid8-lat2-bl3-ker3,44,40,110,0.74782646,0.76077145,0.49430537,0.8779936,0.76763827,0.75402635,0.82673323,0.7520114,0.7681107,0.50167227,0.88160574,0.7639392,0.77232796,0.83541805,0.2635851,0.24982433,2991,0.00029380588,1.36768285e-05,12960
TCN-reconstruction,200-sep0-hid8-lat2-bl3-ker5,42,40,110,0.75621784,0.753499,0.5208351,0.8784641,0.81494796,0.70066696,0.8188456,0.76209015,0.7604947,0.5317185,0.88198227,0.81836927,0.71026516,0.82742083,0.2598179,0.21546976,4527,0.0003152913,1.7002534e-05,23040
TCN-reconstruction,200-sep0-hid8-lat2-bl3-ker5,43,50,110,0.7804836,0.77920383,0.56849355,0.8887679,0.83762044,0.7284041,0.8365976,0.79025,0.7905128,0.5866641,0.8914761,0.8429927,0.74418414,0.8398454,0.2542064,0.20869887,4527,0.00031314907,2.2083197e-05,23040
TCN-reconstruction,200-sep0-hid8-lat2-bl3-ker5,44,110,110,0.7476534,0.76066625,0.49393675,0.8727294,0.7673398,0.7541077,0.8084025,0.75741845,0.7716798,0.51293856,0.8768663,0.77249753,0.77086383,0.81547016,0.24845737,0.24845737,4527,0.0003284902,3.4815253e-05,23040
TCN-reconstruction,201-sep0-hid8-lat2-bl3-ker7,42,30,110,0.69765127,0.73049045,0.39103058,0.8587998,0.69439965,0.77053845,0.8004108,0.6971624,0.73088604,0.3900912,0.8582635,0.6928795,0.77330405,0.79843473,0.25718725,0.20601904,6063,0.00034391624,2.3130058e-05,30720
TCN-reconstruction,201-sep0-hid8-lat2-bl3-ker7,43,10,110,0.6037891,0.70656073,0.21720052,0.8295173,0.5828137,0.89702296,0.760186,0.5994463,0.7017713,0.20398906,0.8277384,0.58088076,0.88620466,0.7552997,0.43798852,0.21618289,6063,0.00034223453,1.9641277e-05,30720
TCN-reconstruction,201-sep0-hid8-lat2-bl3-ker7,44,90,110,0.7327306,0.7450171,0.46456394,0.8671976,0.7560935,0.7342606,0.8029316,0.74729645,0.76255894,0.4924968,0.8718442,0.7620634,0.76305515,0.8094626,0.20119098,0.20229815,6063,0.00035219637,6.0856033e-05,26880
TCN-reconstruction,202-sep0-hid8-lat2-bl4-ker3,42,50,110,0.7728708,0.77433497,0.5507706,0.88670474,0.82086563,0.7327965,0.83334136,0.7762782,0.7795772,0.5561362,0.88893414,0.81880033,0.7439401,0.8381073,0.25041983,0.2436975,3823,0.0003958585,6.890673e-05,15360
TCN-reconstruction,202-sep0-hid8-lat2-bl4-ker3,43,50,110,0.75024873,0.76330245,0.49907967,0.8785384,0.76942146,0.75728,0.8303319,0.76308507,0.77760184,0.524147,0.8854346,0.7763723,0.7788352,0.8392552,0.26865906,0.26258925,3823,0.00039127056,3.5987647e-05,15360
TCN-reconstruction,202-sep0-hid8-lat2-bl4-ker3,44,100,110,0.75504994,0.7545403,0.51662785,0.86952573,0.8076459,0.7079876,0.8055033,0.7638637,0.7671969,0.531349,0.87659687,0.80636483,0.73165774,0.8174466,0.25203326,0.25398964,3823,0.00038347216,2.8691815e-05,15360
TCN-reconstruction,203-sep0-hid8-lat2-bl4-ker5,42,20,110,0.7423764,0.735524,0.49639326,0.86749125,0.80989635,0.67366195,0.795855,0.74997836,0.74530715,0.509929,0.8738289,0.81317306,0.68789655,0.8098507,0.26426595,0.21247332,5871,0.00040709708,7.750809e-05,23040
TCN-reconstruction,203-sep0-hid8-lat2-bl4-ker5,43,40,110,0.7274104,0.7364503,0.45542526,0.85822886,0.7578757,0.71620303,0.795718,0.7373043,0.7468634,0.4748441,0.86277735,0.7659229,0.7287295,0.80250615,0.2100219,0.20361727,5871,0.00040152742,1.8529054e-05,23040
TCN-reconstruction,203-sep0-hid8-lat2-bl4-ker5,44,70,110,0.7441066,0.7555372,0.48751226,0.86764824,0.76784813,0.7436148,0.810016,0.7487239,0.7593122,0.4970501,0.8697753,0.7738367,0.74532294,0.8126899,0.21357355,0.21094888,5871,0.00041028595,3.722222e-05,23040
TCN-reconstruction,204-sep0-hid8-lat2-bl5-ker3,42,40,110,0.73956484,0.7590154,0.4761542,0.8649736,0.7471436,0.7712705,0.81758964,0.7419327,0.763254,0.48069665,0.8690163,0.7451573,0.7822515,0.82390386,0.2619486,0.25054246,4655,0.00047051345,3.5188223e-05,15360
TCN-reconstruction,204-sep0-hid8-lat2-bl5-ker3,43,30,110,0.79506034,0.7983315,0.5935828,0.90474343,0.8373214,0.7628111,0.8624016,0.7990743,0.8030194,0.6010273,0.9056352,0.83884114,0.77013177,0.86460215,0.26615977,0.25968853,4655,0.00047642356,3.1051142e-05,15360
TCN-reconstruction,204-sep0-hid8-lat2-bl5-ker3,44,60,110,0.8124919,0.8139405,0.6300287,0.9068198,0.8616084,0.7712705,0.856798,0.8194913,0.8214759,0.6434636,0.9101472,0.86643803,0.78095007,0.8646941,0.24429663,0.21541047,4655,0.00045875108,4.5586276e-05,15360
TCN-reconstruction,205-sep0-hid8-lat4-bl2-ker5,42,30,110,0.7375319,0.7492976,0.4743133,0.85984194,0.761377,0.73759556,0.8053184,0.7547798,0.7696558,0.5075071,0.8697347,0.76893723,0.7703758,0.8189834,0.21024124,0.20598468,3219,0.00021822927,1.0058914e-05,23040
TCN-reconstruction,205-sep0-hid8-lat4-bl2-ker5,43,30,110,0.7488213,0.7646797,0.4953731,0.8774301,0.76193166,0.76744753,0.81795096,0.76148456,0.77966917,0.5202495,0.8839238,0.76625824,0.7935578,0.8295665,0.20143145,0.19779724,3219,0.00021880625,1.3540288e-05,23040
TCN-reconstruction,205-sep0-hid8-lat4-bl2-ker5,44,90,110,0.70223624,0.7239111,0.4010962,0.8457164,0.71400315,0.73409796,0.77150273,0.7199585,0.7413917,0.43658382,0.852139,0.7284144,0.7548398,0.7840902,0.208184,0.20849894,3219,0.00021928994,1.6457961e-05,23040
TCN-reconstruction,206-sep0-hid8-lat4-bl2-ker7,42,30,110,0.7334227,0.7467017,0.46555805,0.8664896,0.75467306,0.738897,0.80583024,0.74314386,0.75910753,0.48403254,0.8744511,0.757203,0.7610216,0.82184404,0.20956154,0.20532101,4243,0.0002329369,2.2434651e-05,30720
TCN-reconstruction,206-sep0-hid8-lat4-bl2-ker7,43,20,110,0.75591505,0.75784236,0.5164846,0.8832849,0.80207103,0.71823657,0.8342328,0.7734666,0.7776693,0.5498676,0.88971657,0.81333804,0.74499756,0.84327894,0.211384,0.2006988,4243,0.00023056222,1.3741182e-05,30720
TCN-reconstruction,206-sep0-hid8-lat4-bl2-ker7,44,10,110,0.7324711,0.7436057,0.46452555,0.8634668,0.7582213,0.72954285,0.8117498,0.7364824,0.7503483,0.47142968,0.8652414,0.7561117,0.7446722,0.8132516,0.2646409,0.20816052,4243,0.00022762487,3.2769032e-05,30720
TCN-reconstruction,207-sep0-hid8-lat4-bl3-ker3,42,50,110,0.7303084,0.73630786,0.46277317,0.8629748,0.7668928,0.70806897,0.7959637,0.742322,0.75262654,0.48446423,0.86571866,0.7688131,0.7371075,0.80351585,0.20990145,0.2080254,3027,0.00029445952,3.1485637e-05,15360
TCN-reconstruction,207-sep0-hid8-lat4-bl3-ker3,43,80,110,0.72533417,0.7348422,0.45107538,0.8453976,0.7550197,0.715715,0.770981,0.7365689,0.7501026,0.4717195,0.85417527,0.75687313,0.7434521,0.786961,0.20636185,0.2055479,3027,0.00029469392,1.5160089e-05,15360
TCN-reconstruction,207-sep0-hid8-lat4-bl3-ker3,44,80,110,0.7008521,0.7101668,0.40247092,0.8317807,0.7324516,0.68919796,0.7588269,0.7174496,0.73021644,0.43401158,0.8377102,0.7417352,0.71904993,0.7700761,0.20836286,0.20576668,3027,0.00030352155,1.8529345e-05,16800
TCN-reconstruction,208-sep0-hid8-lat4-bl3-ker5,42,30,110,0.7259397,0.7425228,0.44959736,0.8655324,0.74191976,0.74312675,0.80663687,0.73107535,0.74859476,0.4595808,0.8663607,0.7443506,0.7528876,0.8078368,0.2073326,0.19927882,4563,0.0003068734,8.761183e-06,23040
TCN-reconstruction,208-sep0-hid8-lat4-bl3-ker5,43,20,110,0.70932996,0.7402397,0.41476044,0.85297143,0.70528877,0.7788352,0.78847575,0.714984,0.7442655,0.4261712,0.8557164,0.71175116,0.7798926,0.79341155,0.20343937,0.17465284,4563,0.00030698508,9.120649e-06,19200
TCN-reconstruction,208-sep0-hid8-lat4-bl3-ker5,44,10,110,0.7667719,0.7698284,0.5373464,0.8916631,0.8100072,0.7334472,0.8443675,0.76533437,0.76949227,0.5336997,0.8891963,0.8055333,0.7365382,0.8408035,0.25232798,0.17492901,4563,0.0003068148,8.182653e-06,23040
TCN-reconstruction,209-sep0-hid8-lat4-bl3-ker7,42,110,110,0.76236,0.76769555,0.52698493,0.8754165,0.7994012,0.738409,0.8151848,0.773034,0.7809643,0.5466344,0.88231194,0.80216104,0.76085895,0.82449126,0.19673966,0.19673966,6099,0.0003278307,1.6445632e-05,26880
TCN-reconstruction,209-sep0-hid8-lat4-bl3-ker7,43,40,110,0.6971755,0.71746236,0.39130804,0.84467995,0.7119744,0.72303563,0.7719819,0.71567607,0.7344564,0.42856693,0.85118383,0.72959304,0.73938507,0.78332144,0.20045729,0.17724478,6099,0.00032752854,2.2247845e-05,30720
TCN-reconstruction,209-sep0-hid8-lat4-bl3-ker7,44,40,110,0.765085,0.76913923,0.5332683,0.87798756,0.80553824,0.7358874,0.81786335,0.7713038,0.77818334,0.5438077,0.87891436,0.80356985,0.75435174,0.8223566,0.20792454,0.17458218,6099,0.0003282108,1.3952187e-05,26880
TCN-reconstruction,210-sep0-hid8-lat4-bl4-ker3,42,60,110,0.71144944,0.7281692,0.42071325,0.84661293,0.7295664,0.7267773,0.77390397,0.7193961,0.73688906,0.43631274,0.84877306,0.734892,0.738897,0.7803797,0.20655137,0.20650572,3859,0.0003741472,2.1084305e-05,15360
TCN-reconstruction,210-sep0-hid8-lat4-bl4-ker3,43,50,110,0.6841126,0.7034074,0.3655433,0.85167724,0.70240897,0.70440865,0.7741336,0.6946968,0.71819854,0.38566667,0.8565749,0.7053011,0.7315764,0.78323686,0.17547846,0.17418683,3859,0.00038513562,5.7022964e-05,15360
TCN-reconstruction,210-sep0-hid8-lat4-bl4-ker3,44,40,110,0.7446689,0.7494163,0.49212363,0.8661621,0.7837166,0.71799254,0.8006353,0.75594777,0.7619208,0.5138341,0.871545,0.791652,0.734342,0.8090041,0.20180291,0.19777502,3859,0.00038317728,4.5939923e-05,15360
TCN-reconstruction,211-sep0-hid8-lat4-bl4-ker5,42,10,110,0.7264155,0.7353667,0.4534901,0.8613128,0.7571293,0.71482027,0.8048684,0.737434,0.7495255,0.47398838,0.8649267,0.7606365,0.73873436,0.81263465,0.2680759,0.20752731,5907,0.00041452478,3.0213756e-05,23040
TCN-reconstruction,211-sep0-hid8-lat4-bl4-ker5,43,30,110,0.71231455,0.7134795,0.42967686,0.8467095,0.75840276,0.6735806,0.7671746,0.7222078,0.7233089,0.44955724,0.8496354,0.768963,0.6827721,0.7749077,0.2137164,0.20759317,5907,0.00041747678,5.573971e-05,23040
TCN-reconstruction,211-sep0-hid8-lat4-bl4-ker5,44,50,110,0.7442796,0.7619393,0.485899,0.87373847,0.7544657,0.76956236,0.8202448,0.7465611,0.7647082,0.490365,0.8773893,0.75521535,0.7744428,0.82822967,0.20591235,0.19303869,5907,0.0004120981,2.0600895e-05,23040
TCN-reconstruction,212-sep0-hid8-lat4-bl5-ker3,42,70,110,0.7497729,0.75048524,0.50508475,0.8647197,0.7988247,0.7076623,0.79729617,0.75473654,0.7580026,0.5131816,0.8696427,0.79741377,0.72230357,0.80988634,0.20642774,0.20686948,4691,0.0004955725,9.567959e-05,15360
TCN-reconstruction,212-sep0-hid8-lat4-bl5-ker3,43,90,110,0.7345906,0.7464882,0.46841604,0.8669844,0.7585223,0.73483,0.8030707,0.74664766,0.7603617,0.49169096,0.86997646,0.76496255,0.75581586,0.81020015,0.19829524,0.19654435,4691,0.0004658954,3.2459116e-05,15360
TCN-reconstruction,212-sep0-hid8-lat4-bl5-ker3,44,90,110,0.73588824,0.75002044,0.4701554,0.86158925,0.755028,0.7450789,0.7974431,0.74621505,0.7616107,0.49030578,0.86650026,0.76089954,0.7623231,0.804567,0.19863348,0.19827287,4691,0.00047487384,4.0827916e-05,15360
TCN-reconstruction,213-sep0-hid8-lat8-bl2-ker5,42,10,110,0.6785328,0.7192081,0.35252327,0.8429518,0.67151123,0.7741988,0.7765198,0.68552643,0.72619766,0.3670747,0.8454052,0.6761818,0.78420365,0.78122044,0.20700866,0.1691398,3291,0.00022057035,9.07881e-06,23040
TCN-reconstruction,213-sep0-hid8-lat8-bl2-ker5,43,10,110,0.69466674,0.72222877,0.38505235,0.83753616,0.69951975,0.7464617,0.7703238,0.7037806,0.731451,0.40342528,0.8393686,0.70619416,0.7585814,0.77607304,0.18417229,0.17100431,3291,0.00021661747,1.3399591e-05,23040
TCN-reconstruction,213-sep0-hid8-lat8-bl2-ker5,44,20,110,0.7542281,0.765768,0.50756866,0.8757748,0.776329,0.7554905,0.8204803,0.76286876,0.7761901,0.5240767,0.88153833,0.77918035,0.7732227,0.83332604,0.20773095,0.1700586,3291,0.00021585528,1.066914e-05,23040
TCN-reconstruction,214-sep0-hid8-lat8-bl2-ker7,42,10,110,0.67589426,0.70344716,0.3473218,0.8388949,0.68503815,0.722873,0.7651749,0.6860455,0.7160407,0.3674652,0.8419976,0.68980855,0.74434686,0.77497804,0.19038078,0.17068161,4315,0.00022704987,9.477429e-06,30720
TCN-reconstruction,214-sep0-hid8-lat8-bl2-ker7,43,20,110,0.7189325,0.7451765,0.4341089,0.8631404,0.7194457,0.772816,0.8047706,0.7204343,0.7485508,0.43720084,0.86379045,0.71742857,0.7824955,0.80776477,0.17290333,0.17036213,4315,0.00022683399,1.7293072e-05,30720
TCN-reconstruction,214-sep0-hid8-lat8-bl2-ker7,44,10,110,0.6906441,0.71882373,0.3768923,0.8532297,0.69563234,0.7436148,0.78691864,0.6924042,0.7213449,0.38037694,0.8542445,0.6959546,0.7486579,0.78729725,0.18413757,0.17180417,4315,0.00023609021,2.2357888e-05,30720
TCN-reconstruction,215-sep0-hid8-lat8-bl3-ker3,42,10,110,0.6746399,0.7052046,0.34441063,0.8186955,0.6804568,0.7318204,0.75364494,0.6848776,0.71654797,0.36501348,0.8226856,0.6868054,0.74898326,0.7576056,0.18357971,0.17270723,3099,0.00029836246,2.8655757e-05,15360
TCN-reconstruction,215-sep0-hid8-lat8-bl3-ker3,43,20,110,0.70755655,0.71105605,0.41878086,0.846931,0.749122,0.67667156,0.7740258,0.71424866,0.716042,0.43317562,0.84357095,0.7592525,0.6774849,0.77265126,0.20879446,0.17046762,3099,0.0002944504,2.0372869e-05,15360
TCN-reconstruction,215-sep0-hid8-lat8-bl3-ker3,44,10,110,0.72840524,0.7489906,0.4536337,0.862742,0.7364201,0.7619977,0.8118122,0.73903453,0.7589596,0.47502092,0.8628761,0.7458186,0.772572,0.812467,0.21439952,0.17208017,3099,0.0002903008,1.01820615e-05,15360
TCN-reconstruction,216-sep0-hid8-lat8-bl3-ker5,42,30,110,0.678057,0.7130576,0.35110968,0.8306782,0.67775744,0.75223684,0.76085454,0.69422096,0.7294784,0.38420773,0.83458966,0.6888054,0.7752562,0.7682608,0.1735392,0.17098163,4635,0.0003132579,3.0272553e-05,23040
TCN-reconstruction,216-sep0-hid8-lat8-bl3-ker5,43,10,110,0.64933604,0.69213533,0.29242626,0.83750945,0.64912033,0.7412559,0.7494543,0.6605675,0.70409894,0.3155997,0.84103036,0.6563093,0.7593948,0.75921094,0.18159156,0.1707183,4635,0.00031547842,3.115213e-05,23040
TCN-reconstruction,216-sep0-hid8-lat8-bl3-ker5,44,10,110,0.66906005,0.7109449,0.33303565,0.82615614,0.66377425,0.7653327,0.75041133,0.67804307,0.71952367,0.351624,0.8290384,0.67029417,0.7765577,0.7593995,0.17496015,0.16994174,4635,0.00030869196,2.7428885e-05,23040
TCN-reconstruction,217-sep0-hid8-lat8-bl3-ker7,42,20,110,0.7140015,0.7315251,0.42555994,0.8481162,0.7303389,0.73271513,0.7801562,0.7097932,0.7287868,0.41678512,0.8490138,0.72442335,0.7332032,0.7834654,0.17299755,0.17033602,6171,0.00033035708,1.6909704e-05,30720
TCN-reconstruction,217-sep0-hid8-lat8-bl3-ker7,43,60,110,0.70392317,0.72926474,0.40389884,0.83947873,0.7097544,0.749878,0.77215105,0.7059002,0.73384225,0.40770024,0.84081155,0.70734286,0.76240444,0.77584606,0.17028311,0.16979979,6171,0.0003291514,2.88514e-05,30720
TCN-reconstruction,217-sep0-hid8-lat8-bl3-ker7,44,10,110,0.66642153,0.69816047,0.32772142,0.83703476,0.6728274,0.72547585,0.7613336,0.68470454,0.7176885,0.36463404,0.844385,0.6850277,0.7536197,0.7776649,0.1818774,0.17068368,6171,0.00032802272,1.101059e-05,30720
TCN-reconstruction,218-sep0-hid8-lat8-bl4-ker3,42,10,110,0.72057617,0.7247081,0.4444297,0.85407,0.76109916,0.6916382,0.793661,0.7279176,0.7340605,0.45793682,0.85824245,0.7643071,0.7061168,0.80050004,0.18740177,0.17019592,3931,0.0003776005,3.2647233e-05,15360
TCN-reconstruction,218-sep0-hid8-lat8-bl4-ker3,43,20,110,0.6533587,0.7085394,0.30269638,0.8379102,0.640771,0.7923377,0.76640356,0.6696513,0.72438556,0.3381031,0.84321064,0.65105414,0.8163332,0.78017384,0.20549372,0.17099889,3931,0.0003750459,2.4474853e-05,15360
